date,1. open,2. high,3. low,4. close,5. volume,5. MACDLine,6. MACDSignal,7. MACDHist,8. RSI,9. SMA
2000-07-27,50.0,53.25,49.88,52.0,5267600.0,-5.287129805433516,-5.921132863438624,0.6340030580051081,40.13301576675985,53.81880000000007
2000-07-28,52.28,52.5,46.88,48.31,4248100.0,-5.301831693493064,-5.7972726294495125,0.49544093595644867,36.03034430714334,53.60120000000006
2000-07-31,49.16,51.63,48.75,50.81,2773200.0,-5.053500332930113,-5.648518170145633,0.5950178372155195,40.47047437300326,53.56600000000006
2000-08-01,50.31,51.16,49.25,49.31,2451500.0,-4.921007097925745,-5.503015955701656,0.5820088577759108,38.733304983022606,53.373200000000054
2000-08-02,49.0,49.94,47.19,47.25,2899200.0,-4.925452488188128,-5.387503262198951,0.46205077401082306,36.421143836868545,53.193200000000054
2000-08-03,45.56,48.06,44.25,48.0,6069600.0,-4.812975771291839,-5.272597764017529,0.4596219927256904,37.87518721490537,52.93560000000005
2000-08-04,49.47,51.25,46.31,47.38,4698600.0,-4.719462950119052,-5.161970801237834,0.44250785111878166,37.11943211685772,52.780800000000056
2000-08-07,47.88,49.06,47.19,47.94,3345500.0,-4.547742501050699,-5.039125141200407,0.4913826401497081,38.31665561069977,52.60320000000005
2000-08-08,47.94,48.0,46.31,46.75,3154900.0,-4.456306337238729,-4.922561380408072,0.4662550431693431,36.71684790708561,52.34080000000005
2000-08-09,48.13,48.44,47.25,47.5,6779300.0,-4.274055139525778,-4.792860132231613,0.5188049927058351,38.46078621252456,52.17560000000005
2000-08-10,48.0,48.44,47.38,47.56,4494900.0,-4.077772233744689,-4.649842552534229,0.5720703187895397,38.606546678206115,52.00560000000005
2000-08-11,46.84,48.0,45.56,47.69,4251000.0,-3.867148621138476,-4.493303766255078,0.6261551451166021,38.943983950530075,51.73560000000005
2000-08-14,47.59,47.69,46.31,47.06,2797500.0,-3.708316461733169,-4.336306305350696,0.6279898436175273,37.85803128565263,51.33280000000004
2000-08-15,47.25,47.94,46.5,46.69,2039300.0,-3.571130964059691,-4.183271237092495,0.6121402730328045,37.20191373172524,50.922800000000045
2000-08-16,46.88,49.0,46.81,48.5,2565600.0,-3.2785653352379143,-4.002330056721579,0.7237647214836649,42.45586712171959,50.50760000000004
2000-08-17,48.38,52.44,48.31,51.44,4837500.0,-2.777454767525832,-3.7573549988824295,0.9799002313565977,49.802308105009686,50.30520000000004
2000-08-18,51.38,51.81,49.88,50.0,3396000.0,-2.46806666156877,-3.4994973314196978,1.031430669850928,46.66019144541073,49.99760000000004
2000-08-21,50.25,51.56,49.63,50.5,2401200.0,-2.157656417168589,-3.2311291485694764,1.0734727314008876,47.88958121169592,49.68520000000004
2000-08-22,50.63,52.81,50.38,51.69,4942900.0,-1.7949400556907449,-2.9438913299937304,1.1489512743029855,50.796265403692516,49.462800000000044
2000-08-23,51.47,54.75,51.06,54.31,4229700.0,-1.281302563869744,-2.611373576768933,1.330071012899189,56.54359489162333,49.527600000000035
2000-08-24,54.67,56.63,53.38,56.11,5549400.0,-0.7206885453334024,-2.2332365704818273,1.512548025148425,60.000434277778915,49.56680000000003
2000-08-25,56.5,57.5,56.38,56.81,5972500.0,-0.2174076072170834,-1.8300707778288787,1.6126631706117953,61.29004400597991,49.69680000000003
2000-08-28,57.25,59.0,57.06,58.06,6410800.0,0.27909349936655303,-1.4082379223897925,1.6873314217563455,63.54998643106639,50.071600000000025
2000-08-29,57.88,59.44,57.69,59.19,4768400.0,0.7550519902868729,-0.9755799398544595,1.7306319301413322,65.51026447415464,50.436800000000034
2000-08-30,59.0,60.0,58.7,59.5,5096300.0,1.1440787055060753,-0.5516482107823526,1.6957269162884279,66.049690202243,50.814400000000035
2000-08-31,58.97,61.5,58.94,60.94,7492800.0,1.5507055769113691,-0.13117745324360824,1.6818830301549774,68.51320792097505,51.17200000000003
2000-09-01,61.31,63.63,61.13,63.44,4587000.0,2.0510462245717918,0.3052672823194718,1.74577894225232,72.2746256510329,51.777200000000036
2000-09-05,62.66,64.12,62.25,62.44,5332900.0,2.3399051795812795,0.7121948617718334,1.627710317809446,68.73741424631048,52.242400000000046
2000-09-06,61.38,62.38,57.75,58.44,6346500.0,2.2204652704909194,1.0138489435156508,1.2066163269752685,56.76912581471389,52.60760000000005
2000-09-07,59.13,62.56,58.25,62.0,3883300.0,2.3855711505997164,1.288193384932464,1.0973777656672523,62.951852435937916,53.19760000000005
2000-09-08,61.63,61.63,58.5,58.88,3491400.0,2.238852724467293,1.47832525283943,0.7605274716278629,55.465075189681706,53.63280000000005
2000-09-11,58.69,60.38,58.13,58.44,3346100.0,2.063288684341117,1.5953179391397674,0.46797074520134974,54.48103126812599,54.07520000000005
2000-09-12,57.34,60.06,57.0,57.75,3357100.0,1.8471825140503526,1.6456908541218846,0.20149165992846796,52.89613828774031,54.46760000000005
2000-09-13,56.75,59.5,56.75,58.0,5464000.0,1.6767610699302224,1.6519048972835524,0.02485617264667006,53.4248085382581,54.91760000000005
2000-09-14,58.56,59.63,56.81,56.86,7617000.0,1.4331914362756493,1.608162205081972,-0.17497076880632267,50.63406042007598,55.292000000000044
2000-09-15,57.75,58.19,54.25,55.23,7044900.0,1.0959993707482667,1.505729638215231,-0.4097302674669643,46.86451300073899,55.59880000000005
2000-09-18,55.25,60.75,55.06,60.66,7581000.0,1.2524899248707158,1.455081695546328,-0.20259177067561218,58.06465612819537,56.117600000000046
2000-09-19,59.75,60.5,58.56,59.94,4848400.0,1.3033871974752458,1.4247427959321115,-0.12135559845686572,56.36801876080569,56.63280000000005
2000-09-20,59.41,61.44,58.56,61.05,4060500.0,1.4169575711970168,1.4231857509850927,-0.006228179788075883,58.38677423710881,57.20720000000005
2000-09-21,58.5,59.63,55.25,56.69,9115900.0,1.1419832762930255,1.3669452560466795,-0.22496197975365395,48.829956283911805,57.53480000000005
2000-09-22,50.31,52.44,50.0,52.19,12976800.0,0.5545591617523726,1.2044680371878183,-0.6499088754354456,41.31366997024254,57.56480000000005
2000-09-25,52.75,55.5,52.06,53.5,7777700.0,0.1925082553544044,1.0020760808211355,-0.8095678254667311,44.015323293502284,57.70480000000005
2000-09-26,53.31,54.75,51.38,51.44,5195300.0,-0.2576741727962002,0.7501260300976684,-1.0078002028938686,40.83204636359207,57.74240000000005
2000-09-27,51.75,52.75,48.25,48.94,7183200.0,-0.806874945019068,0.43872583507432117,-1.245600780093389,37.305861543958365,57.632400000000054
2000-09-28,49.31,53.81,48.13,53.5,17492600.0,-0.8642046104926138,0.17813974596093418,-1.042344356453548,46.39850829433057,57.60000000000005
2000-09-29,28.19,29.0,25.37,25.75,132529300.0,-3.1129477431514587,-0.48007775186154444,-2.6328699912899145,23.788165148546653,56.38560000000006
2000-10-02,26.69,26.75,23.5,24.25,43299800.0,-4.958966462549107,-1.375855493999057,-3.5831109685500495,23.13197632462378,55.08320000000006
2000-10-03,24.94,25.0,22.19,22.31,36395000.0,-6.5035228214783345,-2.4013889594949127,-4.102133861983422,22.27611673014536,53.65320000000006
2000-10-04,22.37,23.75,21.87,23.62,26179000.0,-7.535029680223701,-3.4281171036406706,-4.1069125765830305,24.312539605245036,52.23040000000005
2000-10-05,23.5,24.5,22.0,22.06,15589400.0,-8.381765484879196,-4.418846779888376,-3.9629187049908197,23.522172436995632,50.732800000000054
2000-10-06,22.69,22.94,21.0,22.19,10940300.0,-8.93927341747392,-5.322932107405485,-3.616341310068435,23.744642901602134,49.18280000000005
2000-10-09,22.62,22.87,21.12,21.75,10670800.0,-9.30929503511966,-6.120204692948321,-3.1890903421713395,23.495518731886378,47.51520000000005
2000-10-10,21.62,22.44,20.5,20.87,12341100.0,-9.563308609798007,-6.808825476318258,-2.7544831334797486,22.97630626440541,45.852400000000046
2000-10-11,20.12,21.0,19.12,19.62,21400400.0,-9.753053620046877,-7.397671105063982,-2.355382514982895,22.225005257058513,44.299600000000034
2000-10-12,20.31,20.81,19.5,20.0,21269000.0,-9.760254940098868,-7.87018787207096,-1.890067068027908,23.04877824317643,42.619600000000034
2000-10-13,20.25,22.12,20.0,22.06,22281300.0,-9.490338539112837,-8.194218005479335,-1.296120533633502,27.529977535648783,41.14680000000003
2000-10-16,22.31,23.25,21.37,21.5,14646000.0,-9.215385933905974,-8.398451591164664,-0.8169343427413107,27.0685022416111,39.669200000000025
2000-10-17,21.69,21.94,19.69,20.12,10745000.0,-9.005034053086852,-8.519768083549103,-0.4852659695377497,25.91563272130267,38.16400000000003
2000-10-18,19.44,21.06,18.75,20.12,14897600.0,-8.737606977766038,-8.56333586239249,-0.1742711153735481,25.91563272130267,36.64880000000003
2000-10-19,19.16,19.81,18.31,18.94,26905800.0,-8.522641525844985,-8.555196995082989,0.032555469238003454,24.865404353070844,35.13200000000003
2000-10-20,19.06,20.37,18.94,19.5,14129700.0,-8.212424815355902,-8.486642559137572,0.2742177437816693,26.389982026341983,33.70280000000003
2000-10-23,20.27,20.56,19.44,20.37,9844500.0,-7.806386938871796,-8.350591435084416,0.54420449621262,28.806908093023452,32.09120000000003
2000-10-24,20.69,20.87,18.81,18.87,14365200.0,-7.518962540613629,-8.18426565619026,0.6653031155766307,27.151601005075335,30.448400000000028
2000-10-25,19.06,19.19,18.44,18.5,11856600.0,-7.237601971714909,-7.99493291929519,0.7573309475802805,26.74338182970311,28.74640000000003
2000-10-26,18.81,18.87,17.5,18.5,12890200.0,-6.934682985008333,-7.782882932437818,0.8481999474294852,26.74338182970311,27.21880000000003
2000-10-27,18.87,19.19,17.87,18.56,13294700.0,-6.613539243457506,-7.549014194641757,0.9354749511842506,26.949937652413695,25.873600000000025
2000-10-30,19.12,19.94,18.75,19.31,11414100.0,-6.22673387052215,-7.284558129817835,1.0578242592956855,29.621262740467344,24.50600000000002
2000-10-31,19.75,20.25,19.25,19.56,15819300.0,-5.832778277817564,-6.994202159417781,1.161423881600217,30.533162515232092,23.230800000000016
2000-11-01,19.44,20.87,19.44,20.5,10274400.0,-5.382667448458502,-6.671895217225925,1.2892277687674234,33.996123581073164,22.093200000000014
2000-11-02,21.12,22.44,21.06,22.31,10548100.0,-4.824288109804439,-6.302373795741628,1.4780856859371898,40.179885049763996,20.84560000000001
2000-11-03,23.0,23.0,21.94,22.25,9211100.0,-4.3366201024851065,-5.909223057090324,1.5726029546052178,40.04594846233621,20.705600000000015
2000-11-06,22.44,22.62,20.87,21.44,7026400.0,-3.9697392408818075,-5.521326293848621,1.5515870529668137,38.19491390528118,20.593200000000014
2000-11-07,21.5,21.81,20.81,21.31,5392200.0,-3.6474281471369814,-5.146546664506294,1.499118517369313,37.89218865269138,20.553200000000015
2000-11-08,21.37,21.44,19.81,20.06,7537300.0,-3.4530541774265124,-4.807848167090338,1.3547939896638255,35.018180254964136,20.410800000000012
2000-11-09,19.87,20.5,19.06,20.19,8514900.0,-3.251045464092936,-4.4964876264908575,1.2454421623979215,35.56554212864566,20.336000000000016
2000-11-10,19.36,19.87,19.06,19.06,7540200.0,-3.145870028129675,-4.226364106818621,1.0804940786889459,32.966156214701414,20.210800000000017
2000-11-13,18.75,20.0,18.25,19.37,7711000.0,-3.002887905615669,-3.9816688665780307,0.9787809609623617,34.38301169723866,20.115600000000015
2000-11-14,19.94,20.5,19.56,20.25,7303600.0,-2.7864445001632063,-3.742623993295066,0.9561794931318595,38.365555660932635,20.090800000000012
2000-11-15,20.03,20.19,19.25,19.87,5042100.0,-2.6154253705333517,-3.5171842687427235,0.9017588982093718,37.31242237788553,20.100800000000014
2000-11-16,19.5,19.81,18.87,19.0,4274500.0,-2.521032316030947,-3.317953878200368,0.796921562169421,34.94718678232044,20.060800000000015
2000-11-17,19.19,19.25,18.25,18.5,7967500.0,-2.4582339705828424,-3.146009896676863,0.6877759260940204,33.62785050444063,19.918400000000013
2000-11-20,18.59,19.5,18.25,18.94,7286900.0,-2.345919210239366,-2.9859917593893637,0.6400725491499979,35.92045968100773,19.816000000000013
2000-11-21,19.19,19.5,18.75,18.81,5392000.0,-2.2415595636997274,-2.8371053202514362,0.5955457565517088,35.52996574715493,19.76360000000001
2000-11-22,18.81,19.12,18.37,18.5,5009500.0,-2.15898081426041,-2.701480419053231,0.542499604792821,34.5649997961154,19.69880000000001
2000-11-24,18.86,19.5,18.81,19.31,2873800.0,-2.005063209266524,-2.5621969770958897,0.5571337678293657,39.21071163717997,19.71360000000001
2000-11-27,19.87,19.94,18.5,18.69,4621300.0,-1.911081459379389,-2.4319738735525895,0.5208924141732005,37.04282006835777,19.68120000000001
2000-11-28,18.69,19.0,17.94,18.03,4805800.0,-1.868319900813919,-2.3192430790048557,0.45092317819093664,34.83489530226608,19.587600000000013
2000-11-29,18.09,18.31,17.25,17.56,8788400.0,-1.8510187378259992,-2.2255982107690846,0.37457947294308536,33.31216934770141,19.53520000000001
2000-11-30,16.69,17.0,16.12,16.5,14457100.0,-1.9009278695269032,-2.1606641425206483,0.25973627299374513,30.114885806265036,19.455200000000012
2000-12-01,17.0,17.5,16.81,17.06,6887600.0,-1.8736951052523771,-2.1032703350669943,0.2295752298146172,33.73347497255327,19.39760000000001
2000-12-04,17.19,17.19,16.44,16.69,6634300.0,-1.8605219126697463,-2.054720650587545,0.19419873791779851,32.53480084229818,19.32280000000001
2000-12-05,16.94,17.44,16.37,17.0,10963900.0,-1.8042691616415318,-2.0046303527983422,0.2003611911568104,34.63064461565473,19.23040000000001
2000-12-06,14.63,15.0,14.0,14.31,24544000.0,-1.954221916116392,-1.9945486654619522,0.04032674934556013,26.83911729515789,19.02040000000001
2000-12-07,14.44,14.88,14.0,14.31,7302100.0,-2.049435932686535,-2.005526118906869,-0.043909813779666074,26.83911729515789,18.77280000000001
2000-12-08,14.81,15.31,14.44,15.06,7779000.0,-2.040849353843356,-2.0125907658941666,-0.02825858794918945,31.800700579470657,18.48280000000001
2000-12-11,15.19,15.38,14.88,15.19,5937700.0,-2.0004940643925053,-2.0101714255938345,0.009677361201329227,32.65326008094951,18.200400000000013
2000-12-12,15.25,16.0,15.0,15.38,6897500.0,-1.9309223240604432,-1.9943216052871564,0.06339928122671323,33.95281321653752,17.958000000000013
2000-12-13,15.56,15.56,14.88,15.0,6158700.0,-1.8847231277995924,-1.9724019097896437,0.0876787819900513,32.59798899669548,17.70560000000001
2000-12-14,15.03,15.25,14.44,14.44,4702100.0,-1.8717212147428075,-1.9522657707802766,0.08054455603746913,30.65656752481577,17.48080000000001
2000-12-15,14.56,14.69,14.0,14.06,9177600.0,-1.8705177647439832,-1.935916169573018,0.0653984048290348,29.377977909874105,17.235600000000012
2000-12-18,14.56,14.63,13.94,14.25,5818000.0,-1.8331017538931214,-1.9153532864370388,0.08225153254391748,30.929140050026817,17.04320000000001
2000-12-19,14.38,15.25,14.0,14.0,6678700.0,-1.802840186942806,-1.8928506665381923,0.09001047959538644,29.995573445081988,16.82840000000001
2000-12-20,13.78,14.63,13.63,14.38,10095200.0,-1.7282724044382274,-1.8599350141181996,0.13166260967997223,33.291567863887664,16.59360000000001
2000-12-21,14.25,15.0,13.88,14.06,6550800.0,-1.675682006129076,-1.823084412520375,0.14740240639129887,31.928280044869993,16.36120000000001
2000-12-22,14.13,15.0,14.13,15.0,5679500.0,-1.540396856386817,-1.7665469012936632,0.22615004490684631,39.735197729436784,16.20120000000001
2000-12-26,14.88,15.0,14.25,14.69,3871700.0,-1.441579182299444,-1.7015533574948194,0.25997417519537547,38.18006293001197,16.04880000000001
2000-12-27,14.34,14.81,14.19,14.81,5811900.0,-1.338157025310199,-1.6288740910578954,0.2907170657476963,39.1724862536508,15.88360000000001
2000-12-28,14.38,14.94,14.31,14.81,5449600.0,-1.2418786171242076,-1.551474996271158,0.3095963791469505,39.1724862536508,15.72360000000001
2000-12-29,14.69,15.0,14.5,14.88,11256000.0,-1.1467103073816283,-1.4705220584932523,0.3238117511116241,39.82601297921013,15.57880000000001
2001-01-02,14.88,15.25,14.56,14.88,8077000.0,-1.0590803176131498,-1.388233710317232,0.32915339270408217,39.82601297921012,15.401600000000009
2001-01-03,14.5,16.69,14.44,16.37,14590600.0,-0.8594946524941065,-1.2824858987526069,0.4229912462585004,52.440237558284885,15.30880000000001
2001-01-04,18.14,18.5,16.81,17.06,13203500.0,-0.6382865712470611,-1.1536460332514977,0.5153594620044366,56.94172369257673,15.270000000000008
2001-01-05,16.94,17.37,16.06,16.37,7363500.0,-0.5127442104837368,-1.0254656686979455,0.5127214582142088,51.67455014643499,15.22240000000001
2001-01-08,16.94,16.98,15.94,16.56,6673200.0,-0.3933848770026849,-0.8990495103588935,0.5056646333562086,52.96475775040991,15.224800000000009
2001-01-09,16.81,17.64,16.56,17.19,10516600.0,-0.24513030089072352,-0.7682656684652596,0.523135367574536,57.05860360783391,15.23000000000001
2001-01-10,16.69,17.0,16.06,16.56,10371100.0,-0.1764393332714853,-0.6499004014265047,0.4734610681550194,52.16867425233113,15.224800000000009
2001-01-11,16.25,18.5,16.25,18.0,14352400.0,-0.005739124073830482,-0.5210681459559698,0.5153290218821394,60.501125681432015,15.26480000000001
2001-01-12,17.87,18.0,17.06,17.19,7560300.0,0.0634503745747459,-0.40416444184982675,0.46761481642457264,54.726001821247756,15.38000000000001
2001-01-16,17.44,18.25,17.0,17.12,5466400.0,0.11135154446095541,-0.30106124458767036,0.41241278904862577,54.24411155633807,15.492400000000009
2001-01-17,17.56,17.56,16.5,16.81,15015600.0,0.12288264286797457,-0.21627246709654138,0.3391551099645159,52.057913388687,15.56240000000001
2001-01-18,17.81,18.75,17.62,18.69,21910900.0,0.2804881171997664,-0.11692035023727984,0.3974084674370463,62.04769368377143,15.70240000000001
2001-01-19,19.44,19.56,18.69,19.5,13869000.0,0.4653871285172677,-0.00045885448637032755,0.46584598300363805,65.3935543675937,15.86720000000001
2001-01-22,19.06,19.62,18.44,19.25,9273700.0,0.5850044493099844,0.11663380627290063,0.46837064303708376,63.531891069672795,16.03720000000001
2001-01-23,19.31,20.94,19.06,20.5,15705900.0,0.7717701057793782,0.24766106617419614,0.5241090396051821,68.3791325969281,16.27960000000001
2001-01-24,20.62,20.69,19.56,20.5,12805200.0,0.9093013738875442,0.37998912771686577,0.5293122461706784,68.3791325969281,16.53720000000001
2001-01-25,20.56,20.56,19.75,19.94,8744800.0,0.962019018429416,0.49639510585937585,0.4656239125700401,63.9619010917621,16.764800000000008
2001-01-26,19.5,19.81,19.06,19.56,8621800.0,0.9620454462792623,0.5895251739433531,0.3725202723359091,61.07856256893742,16.98720000000001
2001-01-29,19.56,21.75,19.56,21.69,15277300.0,1.1210172009048769,0.695823579335658,0.4251936215692189,69.40418915528629,17.27960000000001
2001-01-30,21.56,22.0,20.87,21.75,12364700.0,1.2375789209003862,0.8041746476486037,0.43340427325178255,69.60144836072855,17.58720000000001
2001-01-31,21.5,22.5,21.44,21.62,13048300.0,1.304428371940741,0.9042253925070312,0.40020297943370986,68.56990931247837,17.85200000000001
2001-02-01,20.69,21.5,20.5,21.12,6601700.0,1.3020519774915513,0.9837907095039353,0.318261267987616,64.60403991865067,18.10920000000001
2001-02-02,21.12,21.94,20.5,20.62,7631100.0,1.2454658909288945,1.0361257457889272,0.20934014513996724,60.816058943313834,18.34160000000001
2001-02-05,20.5,20.56,19.75,20.19,5109200.0,1.1526367246370235,1.0594279415585466,0.09320878307847691,57.68361220403568,18.55680000000001
2001-02-06,20.16,21.39,20.0,21.12,8262700.0,1.1409598937857055,1.0757343320039785,0.065225561781727,62.21642372308732,18.80640000000001
2001-02-07,20.66,20.87,19.81,20.75,7033700.0,1.0892933181183082,1.0784461292268446,0.010847188891463633,59.486317072534305,19.04120000000001
2001-02-08,20.56,21.06,20.19,20.75,10788000.0,1.0364002082009094,1.0700369450216576,-0.03363673682074819,59.486317072534305,19.21640000000001
2001-02-09,20.5,20.81,18.69,19.12,10537200.0,0.85312041885593,1.0266536397885122,-0.17353322093258217,48.592111063630256,19.29880000000001
2001-02-12,19.06,20.0,18.81,19.69,4895000.0,0.7452730577582258,0.970377523382455,-0.22510446562422914,51.908880790913585,19.43160000000001
2001-02-13,19.94,20.44,19.0,19.12,4233400.0,0.6068140362969707,0.8976648259653582,-0.2908507896683875,48.536484873883154,19.53400000000001
2001-02-14,19.19,19.62,18.5,19.5,5520000.0,0.5217328766188132,0.8224784360960493,-0.30074555947723614,50.82994406228156,19.62640000000001
2001-02-15,19.69,20.56,19.69,20.06,5561000.0,0.49380053924567946,0.7567428567259754,-0.26294231748029595,54.07784618038396,19.76640000000001
2001-02-16,19.0,19.5,18.75,19.0,4712700.0,0.3817304682069498,0.6817403790221703,-0.30000991081522055,47.66039740205691,19.80640000000001
2001-02-20,19.19,19.44,18.19,18.31,5623100.0,0.2345333416870723,0.5922989715551507,-0.35776562986807836,44.00003601269626,19.85120000000001
2001-02-21,18.25,19.94,18.25,18.87,6968900.0,0.16120757769928318,0.5060806927839772,-0.344873115084694,47.52262542418338,19.92120000000001
2001-02-22,19.06,19.37,18.0,18.81,7713600.0,0.09713516913107867,0.4242915880533975,-0.32715641892231884,47.18018750696703,20.001200000000004
2001-02-23,18.62,18.87,18.25,18.81,5247600.0,0.0458290351345525,0.34859907746962854,-0.30277004233507604,47.18018750696704,20.006000000000007
2001-02-26,19.06,19.69,18.56,19.5,3686400.0,0.060152388440585014,0.29090973966381983,-0.23075735122323482,51.81138277498533,20.006000000000004
2001-02-27,19.28,19.44,18.69,19.37,6223500.0,0.06031852121949299,0.24479149597495448,-0.18447297475546148,50.905770710279064,20.010800000000003
2001-02-28,19.37,19.44,18.12,18.25,9075600.0,-0.02958343767133087,0.18991650924569742,-0.2194999469170283,43.80226212075449,19.920800000000003
2001-03-01,17.81,18.75,17.19,18.75,5901100.0,-0.059796272270450146,0.13997395294246792,-0.19977022521291807,47.33540580935915,19.850800000000003
2001-03-02,18.31,20.44,18.25,19.25,7253600.0,-0.04289981764274842,0.10339919882542466,-0.14629901646817306,50.6750039329448,19.823200000000003
2001-03-05,19.37,20.5,19.25,20.37,5788800.0,0.0601717615401256,0.09475371136836484,-0.03458194982823924,57.21921002556495,19.855600000000003
2001-03-06,20.72,22.06,20.69,21.5,13067900.0,0.23038257985673383,0.12187948506603864,0.10850309479069518,62.60932813562501,19.848000000000003
2001-03-07,21.31,21.62,20.75,21.25,7491800.0,0.3411701716448867,0.16573762238180828,0.17543254926307844,60.78463620192055,19.828000000000003
2001-03-08,20.69,21.12,20.44,20.81,3658200.0,0.3889818726567462,0.21038647243679587,0.17859540021995035,57.602705327093034,19.7956
2001-03-09,20.62,20.69,20.0,20.25,5341700.0,0.377335976040321,0.2437763731575009,0.1335596028828201,53.74644208392494,19.7608
2001-03-12,19.69,19.87,18.12,18.62,6982500.0,0.23388308295291438,0.2417977151165836,-0.007914632163669222,44.42407062472964,19.680799999999998
2001-03-13,18.87,19.56,18.19,19.56,7916600.0,0.1938116358564841,0.2322004992645637,-0.03838886340807962,49.82859948948827,19.6556
2001-03-14,18.5,20.5,18.44,20.44,8531700.0,0.23040737803612643,0.23184187501887626,-0.0014344969827498333,54.308290089453294,19.6284
2001-03-15,20.87,21.37,19.69,19.69,9452100.0,0.19662447087731394,0.2247983941905638,-0.02817392331324986,50.19477073779152,19.586
2001-03-16,19.0,20.31,18.87,19.62,8398500.0,0.16233160092808063,0.21230503553806718,-0.049973434609986545,49.815513838577466,19.5408
2001-03-19,19.75,20.62,19.5,20.56,6357300.0,0.20859978998861095,0.21156398642817595,-0.002964196439564998,54.75888081522185,19.598399999999998
2001-03-20,20.72,20.94,19.69,19.69,8914400.0,0.17307088067719434,0.20386536527797966,-0.03079448460078532,49.86323589072621,19.598399999999998
2001-03-21,19.78,20.87,19.37,20.12,6631700.0,0.17756451719187183,0.19860519566075813,-0.021040678468886298,52.14072019913375,19.6384
2001-03-22,20.37,21.75,20.19,21.62,12916100.0,0.2987197649775375,0.21862810952411402,0.08009165545342348,59.117349173793315,19.7232
2001-03-23,22.06,23.56,22.0,23.0,16873000.0,0.5003232238981887,0.274967132398929,0.22535609149925973,64.27678812934589,19.840799999999998
2001-03-26,23.13,23.75,21.13,21.78,13115200.0,0.5552510253443046,0.33102391098800416,0.22422711435630044,57.3822322288857,19.951999999999998
2001-03-27,21.94,23.05,21.9,22.87,9711100.0,0.6789095475559961,0.40060103830160254,0.27830850925439354,61.369153878742054,20.1344
2001-03-28,22.08,22.5,21.5,22.17,10440400.0,0.712215688347996,0.4629239683108813,0.2492917200371147,57.639863734542004,20.266399999999997
2001-03-29,21.77,23.45,21.5,22.53,10947600.0,0.7589117737166795,0.5221215293920409,0.23679024432463858,59.01912459790155,20.4152
2001-03-30,22.55,22.72,21.34,22.07,7149100.0,0.7501533018691582,0.5677278838874644,0.18242541798169376,56.48815756149613,20.5456
2001-04-02,22.09,22.66,21.4,21.59,6087700.0,0.6964518974089167,0.5934726865917549,0.10297921081716177,53.891115476290835,20.6292
2001-04-03,21.36,21.4,20.13,20.24,6583700.0,0.5387490660237297,0.5825279624781499,-0.043778896454420124,47.30398161259572,20.664
