time,MACD,MACD_Hist,MACD_Signal
30/05/2017,242.435,13.442,228.993
26/05/2017,235.185,0.9553,225.633
25/05/2017,227.001,0.3756,223.244
24/05/2017,215.217,-0.7088,222.305
23/05/2017,211.892,-12.185,224.078
22/05/2017,210.818,-16.306,227.124
19/05/2017,213.467,-17.734,231.200
18/05/2017,221.735,-13.898,235.634
17/05/2017,232.902,-0.6206,239.108
16/05/2017,254.581,13.921,240.660
15/05/2017,254.743,17.563,237.179
12/05/2017,257.271,24.483,232.788
11/05/2017,261.705,35.037,226.668
10/05/2017,265.207,47.299,217.908
09/05/2017,267.672,61.589,206.084
08/05/2017,263.474,72.788,190.686
05/05/2017,252.114,79.625,172.490
04/05/2017,241.248,88.665,152.583
03/05/2017,219.258,88.841,130.417
02/05/2017,192.705,84.498,108.207
01/05/2017,166.803,79.721,87.083
28/04/2017,135.258,68.105,67.152
27/04/2017,99.757,49.631,50.126
26/04/2017,85.281,47.562,37.718
25/04/2017,68.129,42.301,25.828
24/04/2017,44.665,29.413,15.253
21/04/2017,23.782,15.882,0.79
20/04/2017,16.706,12.777,0.3929
19/04/2017,0.9,0.8265,0.0735
18/04/2017,0.2536,0.3867,-0.1331
17/04/2017,-0.4336,-0.2038,-0.2298
13/04/2017,-13.401,-11.612,-0.1789
12/04/2017,-10.918,-12.032,0.1114
11/04/2017,-0.8364,-12.486,0.4122
10/04/2017,-0.3995,-11.238,0.7244
07/04/2017,0.0235,-0.9818,10.053
06/04/2017,0.5691,-0.6817,12.508
05/04/2017,0.9303,-0.4909,14.212
04/04/2017,10.185,-0.5254,15.439
03/04/2017,0.7945,-0.8808,16.753
31/03/2017,0.0917,-18.037,18.955
30/03/2017,0.1088,-22.376,23.464
29/03/2017,-0.0685,-29.743,29.058
28/03/2017,-0.2847,-39.341,36.494
27/03/2017,0.5116,-41.213,46.329
24/03/2017,16.641,-39.992,56.632
23/03/2017,36.281,-30.349,66.630
22/03/2017,57.614,-16.604,74.218
21/03/2017,71.776,-0.6592,78.368
20/03/2017,87.923,0.7906,80.017
17/03/2017,88.986,10.946,78.040
16/03/2017,85.262,0.9959,75.303
15/03/2017,82.669,0.9855,72.814
14/03/2017,79.766,0.9416,70.350
13/03/2017,76.508,0.8512,67.996
10/03/2017,71.319,0.5452,65.868
09/03/2017,65.991,0.1486,64.505
08/03/2017,62.882,-0.1251,64.133
07/03/2017,61.371,-0.3075,64.446
06/03/2017,62.072,-0.3143,65.215
03/03/2017,66.269,0.0268,66.001
02/03/2017,69.338,0.3404,65.934
01/03/2017,70.668,0.5585,65.083
28/02/2017,66.645,0.2958,63.687
27/02/2017,72.789,0.9842,62.947
24/02/2017,73.392,12.905,60.487
23/02/2017,73.746,16.486,57.260
22/02/2017,70.386,17.247,53.139
21/02/2017,65.653,16.826,48.827
17/02/2017,57.742,13.122,44.621
16/02/2017,50.460,0.912,41.340
15/02/2017,44.412,0.5352,39.060
14/02/2017,41.321,0.3599,37.722
13/02/2017,35.278,-0.1544,36.823
10/02/2017,28.284,-0.8924,37.209
09/02/2017,24.617,-14.822,39.440
08/02/2017,23.763,-19.382,43.145
07/02/2017,23.529,-24.462,47.991
06/02/2017,24.324,-29.782,54.106
03/02/2017,30.717,-30.835,61.552
02/02/2017,38.277,-30.984,69.261
01/02/2017,50.383,-26.623,77.006
31/01/2017,67.989,-15.673,83.662
30/01/2017,88.357,0.0776,87.581
27/01/2017,107.437,20.051,87.387
26/01/2017,108.857,26.483,82.374
25/01/2017,100.085,24.331,75.753
24/01/2017,83.849,14.178,69.671
23/01/2017,73.920,0.7794,66.126
20/01/2017,64.816,0.0638,64.178
19/01/2017,66.802,0.2784,64.018
18/01/2017,71.263,0.7941,63.322
17/01/2017,71.953,10.617,61.337
13/01/2017,73.275,14.593,58.683
12/01/2017,70.567,15.532,55.034
11/01/2017,67.631,16.480,51.151
10/01/2017,61.322,14.291,47.031
09/01/2017,55.554,12.096,43.459
06/01/2017,45.491,0.5056,40.435
05/01/2017,32.494,-0.6677,39.171
04/01/2017,27.782,-13.058,40.840
03/01/2017,28.614,-15.490,44.104
30/12/2016,30.034,-17.943,47.977
29/12/2016,45.989,-0.6474,52.463
28/12/2016,54.515,0.0434,54.081
27/12/2016,62.304,0.8331,53.973
23/12/2016,64.721,12.830,51.890
22/12/2016,68.534,19.851,48.683
21/12/2016,71.029,27.309,43.720
20/12/2016,69.821,32.928,36.893
19/12/2016,65.369,36.709,28.661
16/12/2016,60.997,41.514,19.483
15/12/2016,57.992,48.887,0.9105
14/12/2016,46.134,49.251,-0.3117
13/12/2016,31.121,46.551,-15.430
12/12/2016,12.495,39.563,-27.067
09/12/2016,-0.4506,32.452,-36.958
08/12/2016,-26.160,18.911,-45.071
07/12/2016,-40.314,0.9485,-49.799
06/12/2016,-52.469,-0.0299,-52.170
05/12/2016,-54.920,-0.2824,-52.095
02/12/2016,-60.721,-0.9332,-51.389
01/12/2016,-55.004,-0.5947,-49.057
30/11/2016,-44.280,0.329,-47.570
29/11/2016,-40.252,0.814,-48.392
28/11/2016,-47.558,0.2869,-50.427
25/11/2016,-53.544,-0.24,-51.144
23/11/2016,-53.727,-0.3183,-50.544
22/11/2016,-52.476,-0.2727,-49.749
21/11/2016,-57.529,-0.8462,-49.067
18/11/2016,-64.087,-17.136,-46.951
17/11/2016,-62.709,-20.042,-42.667
16/11/2016,-70.922,-33.265,-37.657
15/11/2016,-73.501,-44.160,-29.341
14/11/2016,-69.624,-51.324,-18.300
11/11/2016,-40.846,-35.376,-0.5469
10/11/2016,-21.786,-25.161,0.3375
09/11/2016,-0.5838,-15.503,0.9665
08/11/2016,-0.8561,-22.101,13.541
07/11/2016,-17.206,-36.272,19.066
04/11/2016,-19.855,-47.989,28.134
03/11/2016,-0.2074,-42.205,40.131
02/11/2016,20.539,-30.144,50.682
01/11/2016,42.413,-15.806,58.218
31/10/2016,54.534,-0.7636,62.170
28/10/2016,68.264,0.4185,64.079
27/10/2016,73.770,10.737,63.032
26/10/2016,79.744,19.396,60.348
25/10/2016,82.422,26.923,55.499
24/10/2016,75.885,27.117,48.768
21/10/2016,60.898,18.909,41.989
20/10/2016,54.874,17.612,37.262
19/10/2016,48.830,15.971,32.859
18/10/2016,35.733,0.6867,28.866
17/10/2016,24.910,-0.2239,27.149
14/10/2016,26.313,-0.1397,27.709
13/10/2016,29.176,0.1117,28.058
12/10/2016,32.752,0.4973,27.779
11/10/2016,28.746,0.221,26.536
10/10/2016,26.340,0.0357,25.983
07/10/2016,19.964,-0.593,25.894
06/10/2016,22.593,-0.4784,27.377
05/10/2016,23.807,-0.4765,28.573
04/10/2016,25.408,-0.4356,29.764
03/10/2016,27.123,-0.373,30.853
30/09/2016,32.857,0.1071,31.786
29/09/2016,34.882,0.3364,31.518
28/09/2016,39.280,0.8604,30.677
27/09/2016,37.654,0.9128,28.526
26/09/2016,33.555,0.7311,26.244
23/09/2016,36.794,12.378,24.416
22/09/2016,27.473,0.6151,21.321
21/09/2016,14.860,-0.4923,19.784
20/09/2016,0.9736,-11.279,21.014
19/09/2016,0.7951,-15.883,23.834
16/09/2016,11.371,-16.434,27.805
15/09/2016,12.333,-19.580,31.913
14/09/2016,10.449,-26.359,36.808
13/09/2016,17.331,-26.067,43.398
12/09/2016,28.713,-21.202,49.915
09/09/2016,33.324,-21.891,55.215
08/09/2016,48.255,-12.433,60.688
07/09/2016,50.666,-13.131,63.796
06/09/2016,47.884,-19.195,67.079
02/09/2016,43.912,-27.966,71.878
01/09/2016,46.981,-31.889,78.869
31/08/2016,52.942,-33.899,86.841
30/08/2016,61.543,-33.773,95.316
29/08/2016,69.549,-34.211,103.759
26/08/2016,75.639,-36.673,112.312
25/08/2016,84.970,-36.510,121.480
24/08/2016,95.776,-34.832,130.608
23/08/2016,107.942,-31.374,139.316
22/08/2016,119.414,-27.745,147.159
19/08/2016,132.250,-21.846,154.096
18/08/2016,143.379,-16.178,159.557
17/08/2016,153.381,-10.220,163.601
16/08/2016,161.463,-0.4693,166.156
15/08/2016,172.250,0.492,167.330
12/08/2016,178.115,12.016,166.100
11/08/2016,182.217,19.122,163.096
10/08/2016,183.143,24.828,158.315
09/08/2016,181.834,29.725,152.109
08/08/2016,177.945,33.268,144.677
05/08/2016,172.939,36.579,136.360
04/08/2016,163.566,36.351,127.215
03/08/2016,160.026,41.899,118.128
02/08/2016,151.582,43.929,107.653
01/08/2016,140.747,44.076,96.671
29/07/2016,123.028,37.377,85.652
28/07/2016,102.787,26.480,76.308
27/07/2016,98.753,29.066,69.688
26/07/2016,96.384,33.962,62.421
25/07/2016,95.368,41.437,53.931
22/07/2016,91.309,47.738,43.571
21/07/2016,81.777,50.140,31.637
20/07/2016,72.606,53.504,19.102
19/07/2016,57.237,51.512,0.5726
18/07/2016,41.096,48.248,-0.7152
15/07/2016,23.134,42.348,-19.214
14/07/2016,14.055,43.856,-29.801
13/07/2016,0.1141,41.906,-40.765
12/07/2016,-11.315,39.927,-51.241
11/07/2016,-30.776,30.448,-61.223
08/07/2016,-49.516,19.319,-68.835
07/07/2016,-63.083,10.582,-73.665
06/07/2016,-69.026,0.7285,-76.310
05/07/2016,-78.060,0.0071,-78.131
01/07/2016,-85.116,-0.6967,-78.149
30/06/2016,-97.691,-21.283,-76.407
29/06/2016,-105.080,-33.993,-71.086
28/06/2016,-104.847,-42.259,-62.588
27/06/2016,-98.881,-46.858,-52.023
24/06/2016,-77.834,-37.525,-40.309
23/06/2016,-56.924,-25.997,-30.927
22/06/2016,-56.543,-32.115,-24.428
21/06/2016,-50.743,-34.344,-16.400
20/06/2016,-41.055,-33.241,-0.7814
17/06/2016,-25.822,-26.319,0.0497
16/06/2016,-0.3977,-11.053,0.7076
15/06/2016,0.4984,-0.4856,0.984
14/06/2016,0.7633,-0.342,11.054
13/06/2016,11.566,-0.0343,11.909
10/06/2016,16.325,0.4331,11.994
09/06/2016,21.093,10.182,10.911
08/06/2016,17.535,0.9169,0.8366
07/06/2016,13.045,0.6971,0.6074
06/06/2016,18.965,14.634,0.4331
03/06/2016,26.347,25.675,0.0672
02/06/2016,29.491,35.237,-0.5746
01/06/2016,24.868,39.424,-14.556
31/05/2016,14.788,39.199,-24.411
27/05/2016,0.0108,34.319,-34.211
26/05/2016,-15.515,27.276,-42.791
25/05/2016,-26.535,23.075,-49.610
24/05/2016,-41.384,13.994,-55.379
23/05/2016,-54.462,0.4415,-58.877
20/05/2016,-54.224,0.5757,-59.981
19/05/2016,-58.730,0.269,-61.420
18/05/2016,-54.037,0.8056,-62.093
17/05/2016,-53.685,10.421,-64.107
16/05/2016,-52.049,14.663,-66.712
13/05/2016,-59.649,10.729,-70.378
12/05/2016,-62.719,10.341,-73.060
11/05/2016,-68.250,0.7395,-75.646
10/05/2016,-76.334,0.1161,-77.494
09/05/2016,-93.574,-15.790,-77.784
06/05/2016,-103.751,-29.914,-73.837
05/05/2016,-113.420,-47.061,-66.358
04/05/2016,-114.244,-59.651,-54.593
03/05/2016,-107.800,-68.120,-39.680
02/05/2016,-94.607,-71.956,-22.651
29/04/2016,-82.347,-77.686,-0.4661
28/04/2016,-60.208,-74.968,14.760
27/04/2016,-29.048,-62.549,33.502
26/04/2016,-0.3943,-53.082,49.139
25/04/2016,25.816,-36.594,62.410
22/04/2016,48.140,-23.418,71.558
21/04/2016,80.393,0.298,77.413
20/04/2016,79.286,0.2618,76.668
19/04/2016,83.308,0.7295,76.013
18/04/2016,85.947,11.757,74.190
15/04/2016,75.154,0.3904,71.250
14/04/2016,68.034,-0.224,70.274
13/04/2016,63.862,-0.6972,70.834
12/04/2016,59.115,-13.462,72.577
11/04/2016,60.983,-14.960,75.943
08/04/2016,69.597,-10.086,79.683
07/04/2016,76.475,-0.573,82.204
06/04/2016,82.990,-0.0647,83.637
05/04/2016,84.590,0.0791,83.799
04/04/2016,93.435,0.9835,83.601
01/04/2016,95.740,14.598,81.142
31/03/2016,92.585,15.092,77.493
30/03/2016,92.262,18.542,73.720
29/03/2016,84.826,15.742,69.084
28/03/2016,79.965,14.817,65.149
24/03/2016,84.043,22.598,61.444
23/03/2016,86.223,30.428,55.795
22/03/2016,84.941,36.753,48.188
21/03/2016,79.330,40.330,39.000
18/03/2016,69.650,40.733,28.917
17/03/2016,60.854,42.120,18.734
16/03/2016,48.559,40.355,0.8204
15/03/2016,33.880,35.764,-0.1885
14/03/2016,22.552,33.378,-10.826
11/03/2016,0.5567,24.737,-19.170
10/03/2016,-12.457,12.897,-25.354
09/03/2016,-21.026,0.7552,-28.578
08/03/2016,-23.940,0.6526,-30.466
07/03/2016,-15.836,16.262,-32.098
04/03/2016,-0.6473,29.690,-36.164
03/03/2016,-10.445,33.141,-43.586
02/03/2016,-16.920,34.951,-51.871
01/03/2016,-31.486,29.124,-60.609
29/02/2016,-49.578,18.312,-67.890
26/02/2016,-50.527,21.941,-72.468
25/02/2016,-58.435,19.518,-77.954
24/02/2016,-68.372,14.461,-82.833
23/02/2016,-73.758,12.690,-86.448
22/02/2016,-75.782,13.839,-89.621
19/02/2016,-88.066,0.5015,-93.081
18/02/2016,-96.813,-0.2478,-94.335
17/02/2016,-102.944,-0.9229,-93.715
16/02/2016,-120.523,-29.116,-91.408
12/02/2016,-123.492,-39.363,-84.129
11/02/2016,-116.728,-42.439,-74.288
10/02/2016,-107.119,-43.441,-63.678
09/02/2016,-94.326,-41.508,-52.818
08/02/2016,-70.505,-28.064,-42.441
05/02/2016,-43.790,-0.8365,-35.425
04/02/2016,-0.99,23.434,-33.334
03/02/2016,0.8615,47.808,-39.192
02/02/2016,12.838,63.982,-51.144
01/02/2016,-20.344,46.795,-67.140
29/01/2016,-49.521,29.317,-78.839
28/01/2016,-76.827,0.9341,-86.168
27/01/2016,-98.353,-0.985,-88.503
26/01/2016,-92.864,-0.6824,-86.041
25/01/2016,-97.796,-13.461,-84.335
22/01/2016,-101.273,-20.303,-80.970
21/01/2016,-118.064,-42.170,-75.894
20/01/2016,-118.779,-53.428,-65.351
19/01/2016,-109.677,-57.683,-51.994
15/01/2016,-99.864,-62.290,-37.574
14/01/2016,-78.414,-56.412,-22.001
13/01/2016,-70.533,-62.635,-0.7898
12/01/2016,-45.031,-52.791,0.7761
11/01/2016,-37.799,-58.758,20.958
08/01/2016,-17.797,-53.445,35.648
07/01/2016,0.958,-39.429,49.009
06/01/2016,32.247,-26.620,58.866
05/01/2016,43.166,-22.355,65.521
04/01/2016,57.534,-13.576,71.110
31/12/2015,75.789,0.1285,74.504
30/12/2015,80.637,0.6454,74.183
29/12/2015,73.311,0.0742,72.570
28/12/2015,57.193,-15.191,72.384
24/12/2015,50.135,-26.047,76.182
23/12/2015,54.763,-27.931,82.694
22/12/2015,57.929,-31.747,89.677
21/12/2015,61.443,-36.170,97.613
18/12/2015,67.305,-39.351,106.656
17/12/2015,82.422,-34.072,116.494
16/12/2015,90.214,-34.798,125.012
15/12/2015,90.030,-43.681,133.711
14/12/2015,103.442,-41.190,144.631
11/12/2015,114.607,-40.322,154.929
10/12/2015,136.252,-28.758,165.009
09/12/2015,151.114,-21.085,172.199
08/12/2015,165.697,-11.773,177.470
07/12/2015,170.945,-0.9468,180.413
04/12/2015,174.260,-0.852,182.780
03/12/2015,172.332,-12.578,184.910
02/12/2015,181.894,-0.6161,188.055
01/12/2015,181.434,-0.8161,189.595
30/11/2015,173.463,-18.173,191.635
27/11/2015,185.650,-10.529,196.179
25/11/2015,190.706,-0.8105,198.811
24/11/2015,196.533,-0.4304,200.837
23/11/2015,200.980,-0.0932,201.913
20/11/2015,195.893,-0.6253,202.146
19/11/2015,185.919,-17.790,203.709
18/11/2015,189.005,-19.151,208.157
17/11/2015,188.576,-24.368,212.945
16/11/2015,200.253,-18.784,219.037
13/11/2015,208.517,-15.215,223.733
12/11/2015,228.210,0.0674,227.536
11/11/2015,235.537,0.8169,227.368
10/11/2015,237.217,11.892,225.326
09/11/2015,243.120,20.767,222.353
06/11/2015,250.610,33.450,217.161
05/11/2015,247.494,38.696,208.799
04/11/2015,242.472,43.348,199.125
03/11/2015,235.733,47.445,188.288
02/11/2015,229.760,53.334,176.426
30/10/2015,219.864,56.772,163.093
29/10/2015,214.523,65.623,148.900
28/10/2015,198.363,65.869,132.494
27/10/2015,178.895,62.868,116.027
26/10/2015,155.985,55.676,100.310
23/10/2015,120.107,33.717,86.391
22/10/2015,83.543,0.5581,77.962
21/10/2015,86.781,10.215,76.566
20/10/2015,98.999,24.987,74.013
19/10/2015,105.344,37.578,67.766
16/10/2015,95.803,37.431,58.371
15/10/2015,86.202,37.188,49.014
14/10/2015,73.162,33.446,39.716
13/10/2015,66.227,34.872,31.355
12/10/2015,55.251,32.614,22.637
09/10/2015,46.171,31.688,14.483
08/10/2015,37.025,30.464,0.6561
07/10/2015,29.344,30.399,-0.1054
06/10/2015,15.855,24.509,-0.8654
05/10/2015,-0.4728,10.053,-14.781
02/10/2015,-26.889,-0.9594,-17.295
01/10/2015,-39.958,-25.062,-14.896
30/09/2015,-40.154,-31.523,-0.8631
29/09/2015,-36.898,-36.148,-0.075
28/09/2015,-18.511,-26.798,0.8287
25/09/2015,0.5308,-0.9678,14.986
24/09/2015,18.243,0.0837,17.406
23/09/2015,20.405,0.3208,17.197
22/09/2015,26.370,0.9975,16.395
21/09/2015,33.265,19.364,13.901
18/09/2015,28.599,19.539,0.906
17/09/2015,28.530,24.355,0.4175
16/09/2015,14.130,16.043,-0.1914
15/09/2015,0.2589,0.8514,-0.5924
14/09/2015,-11.323,-0.327,-0.8053
11/09/2015,-16.798,-0.9563,-0.7235
10/09/2015,-26.119,-21.274,-0.4845
09/09/2015,-33.135,-33.609,0.0474
08/09/2015,-32.822,-41.698,0.8876
04/09/2015,-33.920,-53.220,19.301
03/09/2015,-20.614,-53.219,32.606
02/09/2015,-0.8981,-54.892,45.911
01/09/2015,-0.2241,-61.874,59.634
31/08/2015,23.246,-51.856,75.102
28/08/2015,34.607,-53.459,88.066
27/08/2015,36.253,-65.178,101.431
26/08/2015,30.466,-87.260,117.725
25/08/2015,31.789,-107.751,139.540
24/08/2015,80.422,-86.056,166.478
21/08/2015,133.639,-54.354,187.992
20/08/2015,176.333,-25.248,201.581
19/08/2015,193.286,-14.606,207.893
18/08/2015,197.788,-13.756,211.544
17/08/2015,205.514,-0.9469,214.983
14/08/2015,207.559,-0.9791,217.351
13/08/2015,210.969,-0.8829,219.799
12/08/2015,212.935,-0.9071,222.006
11/08/2015,209.180,-15.094,224.274
10/08/2015,200.103,-27.944,228.047
07/08/2015,213.148,-21.885,235.033
06/08/2015,225.100,-15.405,240.504
05/08/2015,229.566,-14.789,244.355
04/08/2015,230.808,-17.245,248.053
03/08/2015,243.829,-0.8535,252.364
31/07/2015,254.908,0.041,254.498
30/07/2015,271.041,16.646,254.395
29/07/2015,280.585,30.351,250.234
28/07/2015,289.356,46.710,242.646
27/07/2015,300.344,69.376,230.968
24/07/2015,310.754,97.130,213.624
23/07/2015,323.288,133.946,189.342
22/07/2015,313.487,157.632,155.855
21/07/2015,278.273,161.826,116.447
20/07/2015,229.076,153.085,75.991
17/07/2015,162.218,124.498,37.720
16/07/2015,64.433,57.838,0.6595
15/07/2015,33.459,41.323,-0.7864
14/07/2015,13.425,31.620,-18.195
13/07/2015,-13.238,12.862,-26.100
10/07/2015,-32.261,-0.2945,-29.315
09/07/2015,-39.354,-10.775,-28.579
08/07/2015,-38.213,-12.328,-25.885
07/07/2015,-32.281,-0.9477,-22.803
06/07/2015,-32.578,-12.144,-20.434
02/07/2015,-30.285,-12.887,-17.398
01/07/2015,-27.468,-13.292,-14.176
30/06/2015,-21.884,-11.030,-10.853
29/06/2015,-13.084,-0.4988,-0.8096
26/06/2015,-0.269,0.4158,-0.6849
25/06/2015,0.026,0.8148,-0.7888
24/06/2015,0.0417,10.343,-0.9925
23/06/2015,-0.2045,10.466,-12.511
22/06/2015,-0.7846,0.7281,-15.127
19/06/2015,-12.805,0.4143,-16.948
18/06/2015,-17.421,0.0563,-17.983
17/06/2015,-23.099,-0.4975,-18.124
16/06/2015,-22.405,-0.5525,-16.880
15/06/2015,-20.064,-0.4565,-15.499
12/06/2015,-15.816,-0.1458,-14.358
11/06/2015,-15.387,-0.1393,-13.993
10/06/2015,-16.937,-0.3292,-13.645
09/06/2015,-20.787,-0.7965,-12.822
08/06/2015,-15.217,-0.4387,-10.831
05/06/2015,-0.8029,0.1705,-0.9734
04/06/2015,-0.5356,0.4804,-10.160
03/06/2015,-0.5298,0.6064,-11.362
02/06/2015,-0.8822,0.4056,-12.877
01/06/2015,-12.041,0.1851,-13.891
29/05/2015,-10.690,0.3664,-14.354
28/05/2015,-0.6896,0.8374,-15.270
27/05/2015,-0.9763,0.7601,-17.364
26/05/2015,-13.290,0.5974,-19.264
22/05/2015,-0.9993,10.765,-20.757
21/05/2015,-13.570,0.9878,-23.449
20/05/2015,-20.383,0.5535,-25.918
19/05/2015,-25.484,0.1818,-27.302
18/05/2015,-29.678,-0.1922,-27.756
15/05/2015,-29.448,-0.2172,-27.276
14/05/2015,-30.304,-0.3572,-26.733
13/05/2015,-35.589,-0.9749,-25.840
12/05/2015,-32.877,-0.9475,-23.402
11/05/2015,-28.347,-0.7314,-21.034
08/05/2015,-28.934,-0.9729,-19.205
07/05/2015,-31.828,-15.055,-16.773
06/05/2015,-27.402,-14.392,-13.010
05/05/2015,-14.756,-0.5344,-0.9412
04/05/2015,-0.51,0.2975,-0.8076
01/05/2015,-0.2864,0.5956,-0.8819
30/04/2015,0.2965,13.273,-10.308
29/04/2015,10.932,24.559,-13.627
28/04/2015,0.8988,28.754,-19.766
27/04/2015,0.1693,28.648,-26.955
24/04/2015,-0.9364,24.752,-34.117
23/04/2015,-33.207,0.7098,-40.305
22/04/2015,-44.768,-0.2689,-42.079
21/04/2015,-51.098,-0.9691,-41.407
20/04/2015,-52.942,-13.958,-38.984
17/04/2015,-55.961,-20.466,-35.495
16/04/2015,-47.465,-17.086,-30.378
15/04/2015,-45.857,-19.750,-26.107
14/04/2015,-41.844,-20.675,-21.169
13/04/2015,-33.935,-17.935,-16.000
10/04/2015,-32.287,-20.770,-11.517
09/04/2015,-30.568,-24.244,-0.6324
08/04/2015,-28.714,-28.451,-0.0263
07/04/2015,-26.775,-33.625,0.685
06/04/2015,-19.237,-34.493,15.256
02/04/2015,-0.9077,-32.956,23.879
01/04/2015,0.5281,-26.838,32.119
31/03/2015,16.372,-22.456,38.828
30/03/2015,24.752,-19.690,44.442
27/03/2015,30.984,-18.381,49.364
26/03/2015,42.244,-11.716,53.960
25/03/2015,49.048,-0.784,56.889
24/03/2015,53.338,-0.551,58.849
23/03/2015,46.426,-13.800,60.226
20/03/2015,48.515,-15.161,63.676
19/03/2015,48.897,-18.569,67.467
18/03/2015,51.087,-21.022,72.109
17/03/2015,51.602,-25.762,77.364
16/03/2015,60.326,-23.479,83.805
13/03/2015,66.846,-22.829,89.675
12/03/2015,81.517,-13.865,95.382
11/03/2015,90.718,-0.813,98.848
10/03/2015,105.551,0.467,100.881
09/03/2015,119.048,19.335,99.713
06/03/2015,120.452,25.573,94.879
05/03/2015,121.679,33.193,88.486
04/03/2015,113.690,33.502,80.188
03/03/2015,103.835,32.023,71.812
02/03/2015,89.472,25.666,63.807
27/02/2015,72.180,14.790,57.390
26/02/2015,62.234,0.8542,53.693
25/02/2015,51.608,0.005,51.557
24/02/2015,49.115,-0.243,51.545
23/02/2015,53.140,0.0988,52.152
20/02/2015,61.761,0.9855,51.905
19/02/2015,64.697,15.256,49.442
18/02/2015,63.513,17.885,45.628
17/02/2015,64.306,23.149,41.156
13/02/2015,61.185,25.816,35.369
12/02/2015,50.029,21.114,28.915
11/02/2015,41.254,17.617,23.637
10/02/2015,36.540,17.307,19.232
09/02/2015,29.003,14.098,14.905
06/02/2015,28.238,16.857,11.381
05/02/2015,23.623,16.456,0.7167
04/02/2015,20.870,17.818,0.3053
03/02/2015,21.962,23.364,-0.1402
02/02/2015,16.437,23.680,-0.7243
30/01/2015,0.9921,23.084,-13.163
29/01/2015,-0.469,14.243,-18.934
28/01/2015,0.1022,23.517,-22.494
27/01/2015,0.8971,37.344,-28.374
26/01/2015,10.199,47.908,-37.710
23/01/2015,-0.5264,44.423,-49.687
22/01/2015,-29.750,31.043,-60.792
21/01/2015,-54.908,13.645,-68.553
20/01/2015,-69.574,0.239,-71.964
16/01/2015,-75.939,-0.3377,-72.562
15/01/2015,-84.159,-12.441,-71.718
14/01/2015,-87.022,-18.415,-68.607
13/01/2015,-88.474,-24.470,-64.004
12/01/2015,-84.265,-26.379,-57.886
09/01/2015,-73.971,-22.680,-51.291
08/01/2015,-63.443,-17.822,-45.621
07/01/2015,-55.710,-14.544,-41.166
06/01/2015,-43.421,-0.5892,-37.530
05/01/2015,-27.981,0.8076,-36.057
02/01/2015,-19.992,18.084,-38.076
31/12/2014,-20.644,21.953,-42.597
30/12/2014,-22.794,25.291,-48.085
29/12/2014,-29.300,25.108,-54.408
26/12/2014,-37.087,23.598,-60.685
24/12/2014,-50.253,16.331,-66.585
23/12/2014,-60.972,0.9696,-70.667
22/12/2014,-75.619,-0.2527,-73.091
19/12/2014,-87.390,-14.930,-72.460
18/12/2014,-92.467,-23.740,-68.727
17/12/2014,-92.258,-29.466,-62.792
16/12/2014,-84.326,-28.901,-55.425
15/12/2014,-63.303,-15.103,-48.200
12/12/2014,-54.293,-0.9869,-44.424
11/12/2014,-46.953,-0.4995,-41.957
10/12/2014,-46.756,-0.6048,-40.708
09/12/2014,-43.504,-0.4307,-39.197
08/12/2014,-46.163,-0.8043,-38.120
05/12/2014,-42.379,-0.6271,-36.109
04/12/2014,-35.182,-0.0641,-34.541
03/12/2014,-37.754,-0.3373,-34.381
02/12/2014,-34.388,-0.085,-33.538
01/12/2014,-32.065,0.126,-33.325
28/11/2014,-28.686,0.4955,-33.640
26/11/2014,-32.131,0.2748,-34.879
25/11/2014,-34.574,0.0992,-35.566
24/11/2014,-37.912,-0.2098,-35.814
21/11/2014,-39.779,-0.449,-35.289
20/11/2014,-39.781,-0.5614,-34.167
19/11/2014,-36.486,-0.3723,-32.763
18/11/2014,-33.949,-0.2117,-31.832
17/11/2014,-28.222,0.3081,-31.303
14/11/2014,-22.008,10.065,-32.074
13/11/2014,-21.790,12.799,-34.590
12/11/2014,-22.194,15.596,-37.790
11/11/2014,-24.350,17.339,-41.689
10/11/2014,-29.783,16.240,-46.023
07/11/2014,-33.433,16.651,-50.084
06/11/2014,-31.008,23.239,-54.246
05/11/2014,-28.510,31.546,-60.056
04/11/2014,-28.857,39.085,-67.942
03/11/2014,-37.220,40.494,-77.714
31/10/2014,-48.483,39.354,-87.837
30/10/2014,-66.083,31.592,-97.675
29/10/2014,-78.657,26.916,-105.574
28/10/2014,-92.564,19.739,-112.303
27/10/2014,-108.530,0.8707,-117.237
24/10/2014,-119.052,0.0362,-119.414
23/10/2014,-129.742,-10.237,-119.505
22/10/2014,-145.776,-28.831,-116.945
21/10/2014,-152.646,-42.908,-109.738
20/10/2014,-152.911,-53.901,-99.011
17/10/2014,-145.223,-59.687,-85.536
16/10/2014,-123.451,-52.837,-70.614
15/10/2014,-107.450,-50.045,-57.405
14/10/2014,-91.083,-46.190,-44.893
13/10/2014,-76.923,-43.577,-33.346
10/10/2014,-52.914,-30.462,-22.452
09/10/2014,-32.985,-18.149,-14.836
08/10/2014,-23.757,-13.458,-10.299
07/10/2014,-23.465,-16.530,-0.6935
06/10/2014,-13.831,-11.029,-0.2802
03/10/2014,-15.191,-15.146,-0.0045
02/10/2014,-14.598,-18.339,0.3741
01/10/2014,-0.8335,-16.661,0.8326
30/09/2014,0.1624,-10.867,12.491
29/09/2014,0.5056,-10.152,15.208
